,date,USD,BTC,ETH,XLM,USDT,NANO
136,2017-08-17,93.620003,4331.689941,301.457001,0.017327000000000002,1.00795,0.163429
137,2017-08-18,93.43,4160.620117,295.589996,0.016842,1.0133299999999998,0.145568
138,2017-08-19,93.43,4193.700195,297.47000099999997,0.016513,1.00274,0.157346
139,2017-08-20,93.43,4087.6599119999996,301.428009,0.017631,0.9966290000000001,0.146028
140,2017-08-21,93.099998,4001.73999,321.591003,0.019753,0.9992629999999999,0.13506500000000002
141,2017-08-22,93.550003,4100.52002,314.785004,0.021624,1.00652,0.122617
142,2017-08-23,93.150002,4151.52002,317.51901200000003,0.020222,1.00201,0.15087899999999999
143,2017-08-24,93.279999,4334.680176,325.610992,0.019024,1.00492,0.132296
144,2017-08-25,92.739998,4371.600098,331.915009,0.020497,1.00286,0.139121
145,2017-08-26,92.739998,4352.399902,333.88198900000003,0.021208,0.9989319999999999,0.147619
146,2017-08-27,92.739998,4382.879883,347.89300499999996,0.019785,1.00294,0.162964
147,2017-08-28,92.209999,4382.660156,347.747009,0.020525,1.00106,0.167104
148,2017-08-29,92.349998,4579.02002,370.666992,0.020104,1.00152,0.152304
149,2017-08-30,92.879997,4565.299805,378.484985,0.021224,1.00074,0.166676
150,2017-08-31,92.66999799999999,4703.390136999999,383.041992,0.022405,1.00312,0.163037
151,2017-09-01,92.809998,4892.009765999999,387.740997,0.023954,1.00437,0.170096
152,2017-09-02,92.809998,4578.77002,348.98400899999996,0.020837,1.01788,0.151971
153,2017-09-03,92.809998,4582.959961,347.48400899999996,0.021296000000000002,1.00223,0.152921
154,2017-09-04,92.809998,4236.310059,295.17099,0.017625,1.03055,0.124473
155,2017-09-05,92.309998,4376.529785,312.988007,0.018567,1.00423,0.13101500000000002
156,2017-09-06,92.290001,4597.120117,334.338013,0.020346,1.00509,0.14242
157,2017-09-07,91.529999,4599.879883,329.428009,0.020096,1.00135,0.125833
158,2017-09-08,91.33000200000001,4228.75,296.497009,0.017447,1.00689,0.12365599999999999
159,2017-09-09,91.33000200000001,4226.060059,294.40499900000003,0.017095,1.00125,0.12197999999999999
160,2017-09-10,91.33000200000001,4122.939941,288.747009,0.016269,1.00545,0.11099300000000001
161,2017-09-11,91.860001,4161.27002,294.532013,0.016993,1.0010700000000001,0.104886
162,2017-09-12,91.910004,4130.810059,291.463989,0.016324,1.00529,0.097107
163,2017-09-13,92.519997,3882.5900880000004,277.112,0.015328,1.00254,0.086453
164,2017-09-14,92.120003,3154.949951,213.90800499999997,0.011038,1.0031299999999999,0.080157
165,2017-09-15,91.870003,3637.5200200000004,250.464005,0.012097,1.00537,0.08126699999999999
166,2017-09-16,91.870003,3625.040039,246.52200299999998,0.011699,1.00199,0.078238
167,2017-09-17,91.870003,3582.8798829999996,251.748993,0.011211,1.00657,0.080839
168,2017-09-18,92.050003,4065.1999509999996,293.497009,0.013455000000000002,1.00241,0.087379
169,2017-09-19,91.790001,3924.969971,282.803986,0.011795,1.00185,0.10289100000000001
170,2017-09-20,92.510002,3905.9499509999996,283.742004,0.012236,1.00454,0.10923
171,2017-09-21,92.260002,3631.040039,258.579987,0.0106,1.00472,0.081971
172,2017-09-22,92.16999799999999,3630.6999509999996,264.309998,0.010776,1.0045899999999999,0.077873
173,2017-09-23,92.16999799999999,3792.399902,286.167999,0.011895999999999999,1.00209,0.07510800000000001
174,2017-09-24,92.16999799999999,3682.8400880000004,282.483002,0.011563,1.0029299999999999,0.07509400000000001
175,2017-09-25,92.650002,3926.070068,292.332001,0.012073,1.0013,0.088588
176,2017-09-26,92.970001,3892.350098,287.43798799999996,0.012388,1.0025899999999999,0.081537
177,2017-09-27,93.360001,4200.669922,306.46701,0.014378,1.00064,0.085819
178,2017-09-28,93.089996,4174.72998,299.15499900000003,0.013863,1.00179,0.087693
179,2017-09-29,93.08000200000001,4163.069824,291.46701,0.013203999999999999,0.999863,0.082599
180,2017-09-30,93.08000200000001,4338.709961,301.464996,0.013858,0.9964879999999999,0.0757
181,2017-10-01,93.08000200000001,4403.740234000001,302.33700600000003,0.013687999999999999,0.9999239999999999,0.085315
182,2017-10-02,93.559998,4409.319824,297.475006,0.012962000000000001,1.0017,0.076309
183,2017-10-03,93.57,4317.47998,292.463013,0.012404,1.0001200000000001,0.07631
184,2017-10-04,93.459999,4229.359863000001,292.65799,0.011851,1.00125,0.077297
185,2017-10-05,93.959999,4328.410156,295.863007,0.014575999999999999,1.0003,0.07482799999999999
186,2017-10-06,93.800003,4370.810059,308.588013,0.018403,1.00109,0.07639
187,2017-10-07,93.800003,4426.890136999999,311.12399300000004,0.020959000000000002,0.9993200000000001,0.087153
188,2017-10-08,93.800003,4610.47998,308.608002,0.018598,0.998442,0.084258
189,2017-10-09,93.739998,4772.02002,297.391998,0.017601,0.9997799999999999,0.082052
190,2017-10-10,93.290001,4781.990234000001,299.869995,0.018953,0.999441,0.076068
191,2017-10-11,92.959999,4826.47998,303.455994,0.01945,0.998625,0.07818
192,2017-10-12,93.120003,5446.910156,304.135986,0.017784,0.997423,0.08091799999999999
193,2017-10-13,93.089996,5647.209961,338.75698900000003,0.01796,1.00005,0.092132
194,2017-10-14,93.089996,5831.790039,339.627991,0.017522,0.9997090000000001,0.098489
195,2017-10-15,93.089996,5678.189941,336.59500099999997,0.018925,0.999242,0.139774
196,2017-10-16,93.279999,5725.589844,333.384003,0.036864999999999995,0.9980100000000001,0.147116
197,2017-10-17,93.489998,5605.509765999999,317.082001,0.045842,0.9993350000000001,0.111671
198,2017-10-18,93.360001,5590.689941,314.319,0.035133,1.00268,0.10718699999999999
199,2017-10-19,93.269997,5708.52002,308.088013,0.031195,1.00066,0.119379
200,2017-10-20,93.699997,6011.450195,304.006012,0.026757,1.00102,0.117826
201,2017-10-21,93.699997,6031.600098,300.18701200000004,0.036429,1.0009299999999999,0.10818499999999999
202,2017-10-22,93.699997,6008.419922,295.446014,0.031269,1.00193,0.119289
203,2017-10-23,93.940002,5930.319824,286.950012,0.033832,0.9965360000000001,0.109393
204,2017-10-24,93.959999,5526.640136999999,298.32800299999997,0.036649,1.00275,0.10785399999999999
205,2017-10-25,93.709999,5750.799805,297.924988,0.035004,1.00226,0.11386199999999999
206,2017-10-26,94.610001,5904.830078,296.527008,0.034546,0.999868,0.112794
207,2017-10-27,94.91999799999999,5780.899902,297.423004,0.034236,1.00007,0.11095899999999999
208,2017-10-28,94.91999799999999,5753.089844,296.298004,0.031038,1.00396,0.109001
209,2017-10-29,94.91999799999999,6153.850098,305.088013,0.030331,1.00111,0.11787
210,2017-10-30,94.489998,6130.529785,307.75100699999996,0.031804,1.00058,0.114378
211,2017-10-31,94.550003,6468.399902,305.878998,0.029182,1.00071,0.111908
212,2017-11-01,94.82,6767.310059,291.694,0.027353,1.00155,0.10083400000000001
213,2017-11-02,94.690002,7078.5,287.428986,0.027607,1.001,0.08617000000000001
214,2017-11-03,94.940002,7207.759765999999,305.710999,0.027779,1.00632,0.088763
215,2017-11-04,94.940002,7379.950195,300.468994,0.027294,1.00209,0.089887
216,2017-11-05,94.940002,7407.410156,296.263,0.026764999999999997,0.9988,0.108652
217,2017-11-06,94.720001,7022.759765999999,298.891998,0.02888,1.00338,0.09627000000000001
218,2017-11-07,94.910004,7144.379883,294.658997,0.030699,1.00566,0.099578
219,2017-11-08,94.870003,7459.689941,309.070007,0.033763,1.01196,0.10970899999999999
220,2017-11-09,94.440002,7143.580078,320.884003,0.039945999999999995,1.0081799999999999,0.146803
221,2017-11-10,94.389999,6618.140136999999,299.252991,0.033073000000000005,1.00601,0.12272899999999999
222,2017-11-11,94.389999,6357.600098,314.681,0.033053,1.00899,0.124645
223,2017-11-12,94.389999,5950.069824,307.90799,0.028182,1.01247,0.121887
224,2017-11-13,94.489998,6559.490234000001,316.716003,0.030656,1.00935,0.12953599999999998
225,2017-11-14,93.83000200000001,6635.75,337.631012,0.036374000000000004,1.00683,0.137877
226,2017-11-15,93.809998,7315.540039,333.35699500000004,0.037052999999999996,1.00318,0.149635
227,2017-11-16,93.93,7871.689941,330.924011,0.037233999999999996,1.0021200000000001,0.16483699999999998
228,2017-11-17,93.660004,7708.990234000001,332.39401200000003,0.035572,1.00139,0.151518
229,2017-11-18,93.660004,7790.149901999999,347.61199999999997,0.036583,1.00231,0.15046500000000002
230,2017-11-19,93.660004,8036.490234000001,354.385986,0.036566,1.00244,0.148427
231,2017-11-20,94.08000200000001,8200.639648,366.730011,0.038120999999999995,1.0019200000000001,0.150265
232,2017-11-21,93.949997,8071.259765999999,360.40100099999995,0.037668,0.9960469999999999,0.140725
233,2017-11-22,93.220001,8253.549805,380.652008,0.042299,1.00015,0.148447
234,2017-11-23,93.220001,8038.77002,410.16598500000003,0.040535,0.9946309999999999,0.150802
235,2017-11-24,93.220001,8253.69043,474.91101100000003,0.040193,1.00233,0.158152
236,2017-11-25,93.220001,8790.919922,466.27600099999995,0.043639,1.0054100000000001,0.16964200000000002
237,2017-11-26,93.220001,9330.549805,471.329987,0.048895999999999995,1.00868,0.174298
238,2017-11-27,92.900002,9818.349609,480.35501100000005,0.05984299999999999,1.00129,0.17790999999999998
239,2017-11-28,93.260002,10058.799809999999,472.902008,0.081415,1.00014,0.225527
240,2017-11-29,93.260002,9888.610352,427.52300999999994,0.064424,0.990606,0.19479000000000002
241,2017-11-30,93.010002,10233.59961,447.11401399999994,0.072871,1.0081,0.20730500000000002
242,2017-12-01,92.900002,10975.59961,466.540009,0.089883,1.00978,0.22932199999999997
243,2017-12-02,92.900002,11074.59961,463.449005,0.093816,0.999654,0.237844
244,2017-12-03,92.900002,11323.2002,465.85299699999996,0.089035,1.00066,0.293032
245,2017-12-04,93.190002,11657.2002,470.20401,0.09761,1.00367,0.37401999999999996
